Timestamp,Manual Time (sec),Automated Time (sec),Time Saved,Efficiency (%)
2025-07-25 17:48:05,3.98,3.1,0.8799999999999999,22.11
2025-07-25 17:48:16,3.98,3.1,0.8799999999999999,22.11
2025-07-25 18:33:50,3.98,3.1,0.8799999999999999,22.11
